Source,Relation,Target
BusinessService,FlowRelationship,AssociationRelationship,TriggeringRelationship,ServingRelationship,BusinessProcess
BusinessService,FlowRelationship,AssociationRelationship,TriggeringRelationship,ServingRelationship,BusinessFunction
BusinessService,FlowRelationship,AssociationRelationship,TriggeringRelationship,ServingRelationship,BusinessInteraction
BusinessService,FlowRelationship,AssociationRelationship,TriggeringRelationship,ServingRelationship,BusinessEvent
BusinessService,CompositionRelationship,FlowRelationship,AggregationRelationship,AssociationRelationship,SpecializationRelationship,TriggeringRelationship,ServingRelationship,BusinessService
BusinessService,AccessRelationship,AssociationRelationship,BusinessObject
BusinessService,AccessRelationship,AssociationRelationship,Representation
BusinessService,FlowRelationship,AssociationRelationship,TriggeringRelationship,ServingRelationship,BusinessRole
BusinessService,FlowRelationship,AssociationRelationship,TriggeringRelationship,ServingRelationship,BusinessActor
BusinessService,FlowRelationship,AssociationRelationship,TriggeringRelationship,ServingRelationship,BusinessCollabration
BusinessInterface,FlowRelationship,AssignmentRelationship,AssociationRelationship,TriggeringRelationship,ServingRelationship,BusinessService
BusinessInterface,FlowRelationship,AssociationRelationship,TriggeringRelationship,ServingRelationship,BusinessRole
BusinessInterface,FlowRelationship,AssociationRelationship,TriggeringRelationship,ServingRelationship,BusinessActor
BusinessInterface,FlowRelationship,AssociationRelationship,TriggeringRelationship,ServingRelationship,BusinessCollaboration
BusinessRole,CompositionRelationship,FlowRelationship,AggregationRelationship,AssignmentRelationship,AssociationRelationship,TriggeringRelationship,ServingRelationship,BusinessInterface
BusinessRole,FlowRelationship,AssignmentRelationship,AssociationRelationship,TriggeringRelationship,ServingRelationship,BusinessProcess
BusinessRole,FlowRelationship,AssignmentRelationship,AssociationRelationship,TriggeringRelationship,ServingRelationship,BusinessFunction
BusinessRole,FlowRelationship,AssignmentRelationship,AssociationRelationship,TriggeringRelationship,ServingRelationship,Unknown notation,BusinessInteraction
BusinessRole,FlowRelationship,AssignmentRelationship,AssociationRelationship,TriggeringRelationship,ServingRelationship,Unknown notation,BusinessEvent
BusinessActor,CompositionRelationship,FlowRelationship,AggregationRelationship,AssignmentRelationship,AssociationRelationship,TriggeringRelationship,ServingRelationship,BusinessInterface
BusinessActor,FlowRelationship,AssignmentRelationship,AssociationRelationship,TriggeringRelationship,ServingRelationship,BusinessProcess
BusinessActor,FlowRelationship,AssignmentRelationship,AssociationRelationship,TriggeringRelationship,ServingRelationship,BusinessFunction
BusinessActor,FlowRelationship,AssignmentRelationship,AssociationRelationship,TriggeringRelationship,ServingRelationship,Unknown notation,BusinessInteraction
